complex	gene_name
SMAD3-SMAD4-CTCF protein-DNA complex	Smad4
SMAD3-SMAD4-SP1 complex	Sp1
SMAD3-SMAD4-SP1 complex	Smad3
SMAD3-SMAD4-SP1 complex	Smad4
SMAD3-SMAD4-FOXO3-FOXG1 complex	Foxo3
SMAD3-SMAD4-FOXO3-FOXG1 complex	Foxg1
SMAD3-SMAD4-FOXO3-FOXG1 complex	Smad3
SMAD3-SMAD4-FOXO3-FOXG1 complex	Smad4
SMAD3-SMAD4-cJUN complex	Jun
SMAD3-SMAD4-cJUN complex	Smad3
SMAD3-SMAD4-cJUN complex	Smad4
MMP-9-TIMP-1-LRP complex	Timp1
MMP-9-TIMP-1-LRP complex	Mmp9
MMP-9-TIMP-1-LRP complex	Lrp1
LRP-1-Alpha-2-M-annexin VI complex	A2m
LRP-1-Alpha-2-M-annexin VI complex	Anxa6
LRP-1-Alpha-2-M-annexin VI complex	Lrp1
Ubiquitin E3 ligase (CHEK1, CUL1)	Chek1
Ubiquitin E3 ligase (CHEK1, CUL1)	Cul1
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Rbx1
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Skp1
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Gps1
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Skp2
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Cul1
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Cul2
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Cul3
Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	Cops8
Ubiquitin E3 ligase (TRIM25, DDX58)	Ddx58
Ubiquitin E3 ligase (TRIM25, DDX58)	Trim25
MAD2-CDC20 complex	Cdc20
MAD2-CDC20 complex	Mad2l1
Casein kinase II-HMG1 complex	Hmgb1
Casein kinase II-HMG1 complex	Csnk2b
Casein kinase II (beta-dimer, alpha, alpha')	Csnk2b
HCF-1 complex	Setd1a
HCF-1 complex	Ogt
HCF-1 complex	Sin3b
HCF-1 complex	Sap30
HCF-1 complex	Hsp90aa1
HCF-1 complex	Sp1
HCF-1 complex	Hspa5
HCF-1 complex	Hspa8
HCF-1 complex	Hspa4
HCF-1 complex	Hcfc1
HCF-1 complex	Wdr5
HCF-1 complex	Rbbp4
HCF-1 complex	Hdac1
HCF-1 complex	Rbbp7
HCF-1 complex	Hdac2
HCF-1 complex	Sin3a
HCF-1 complex	Suds3
HCF-1 complex	Ash2l
ATM-NBN complex	Nbn
ATM-NBN complex	Atm
Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Nfkbia
Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Skp1
Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Cul1
Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)	Btrc
Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Nfkbia
Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Skp1
Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Cul1
Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)	Fbxw11
PXN-ITGB5-PTK2 complex	Itgb5
PXN-ITGB5-PTK2 complex	Pxn
PXN-ITGB5-PTK2 complex	Ptk2
SRC-3 complex	Ikbkb
SRC-3 complex	Chuk
SRC-3 complex	Ncoa2
SRC-3 complex	Crebbp
SRC-3 complex	Ikbkg
SRC-3 complex	Ncoa3
SRC-1 complex	Ncoa2
SRC-1 complex	Ncoa1
SRC-1 complex	Crebbp
Set1B complex	Wdr5
Set1B complex	Kdm6b
Set1B complex	Wdr82
Set1B complex	Cxxc1
Set1B complex	Ash2l
Set1A complex	Setd1a
Set1A complex	Wdr5
Set1A complex	Kdm6b
Set1A complex	Wdr82
Set1A complex	Cxxc1
Set1A complex	Ash2l
Translocon-associated protein (TRAP) complex	Ssr1
Translocon-associated protein (TRAP) complex	Ssr2
Translocon-associated protein (TRAP) complex	Ssr4
Translocon-associated protein (TRAP) complex	Ssr3
TROY-NGR-LINGO1 complex	Lingo1
TROY-NGR-LINGO1 complex	Rtn4r
TROY-NGR-LINGO1 complex	Tnfrsf19
BLM complex II	Rpa2
BLM complex II	Rpa1
BLM complex II	Rpa3
BLM complex II	Blm
BLM complex II	Top3a
FA complex (Fanconi anemia complex)	Rpa1
FA complex (Fanconi anemia complex)	Blm
FA complex (Fanconi anemia complex)	Top3a
TRAF6-MALT1 complex	Malt1
TRAF6-MALT1 complex	Traf6
TRAF2-MALT1 complex	Traf2
TRAF2-MALT1 complex	Malt1
Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Bcl10
Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Tab2
Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Malt1
Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Traf6
SETDB1-containing HMTase complex	Setdb1
SETDB1-containing HMTase complex	Atf7ip
CARMA1-BCL10-MALT1 complex	Bcl10
CARMA1-BCL10-MALT1 complex	Card11
CARMA1-BCL10-MALT1 complex	Malt1
FYB-CARMA1-BCL-10-MALT1 complex	Bcl10
FYB-CARMA1-BCL-10-MALT1 complex	Card11
FYB-CARMA1-BCL-10-MALT1 complex	Malt1
JUND-FOSB-SMAD3-SMAD4 complex	Jund
JUND-FOSB-SMAD3-SMAD4 complex	Fosb
JUND-FOSB-SMAD3-SMAD4 complex	Smad3
JUND-FOSB-SMAD3-SMAD4 complex	Smad4
17S U2 snRNP	U2surp
17S U2 snRNP	Dhx15
17S U2 snRNP	Sf3b1
17S U2 snRNP	Dnajc8
17S U2 snRNP	Smndc1
17S U2 snRNP	Hspd1
17S U2 snRNP	U2af2
17S U2 snRNP	Snrpe
17S U2 snRNP	Snrpf
17S U2 snRNP	Snrpg
17S U2 snRNP	Snrpd1
17S U2 snRNP	Snrpd2
17S U2 snRNP	Snrpd3
17S U2 snRNP	U2af1
17S U2 snRNP	Srsf1
17S U2 snRNP	Sf3a3
17S U2 snRNP	Trap1
17S U2 snRNP	Sf3b2
17S U2 snRNP	Sf3b3
17S U2 snRNP	Sf3b4
17S U2 snRNP	Sf3a2
17S U2 snRNP	Sf3a1
17S U2 snRNP	Ddx46
17S U2 snRNP	Phf5a
17S U2 snRNP	Cherp
17S U2 snRNP	Rbm17
17S U2 snRNP	Sf3b5
17S U2 snRNP	Hmg20b
17S U2 snRNP	Puf60
17S U2 snRNP	Sf3b6
Ubiquitin ligase (UBE2N, UBE2V2)	Ube2n
Ubiquitin ligase (UBE2N, UBE2V2)	Ube2v2
SMN complex, U7 snRNA specific	Snrpe
SMN complex, U7 snRNA specific	Snrpf
SMN complex, U7 snRNA specific	Snrpg
SMN complex, U7 snRNA specific	Snrpd3
SMN complex, U7 snRNA specific	Lsm11
SMN complex, U7 snRNA specific	Lsm10
TAK1 complex	Map3k7
TAK1 complex	Tab1
TAK1 complex	Tab2
MBD1-MCAF complex	Atf7ip
MBD1-MCAF complex	Mbd1
SMAD3-SMAD4-FOXO3 complex	Foxo3
SMAD3-SMAD4-FOXO3 complex	Smad3
SMAD3-SMAD4-FOXO3 complex	Smad4
SMAD3-SMAD4-FOXO1 complex	Smad3
SMAD3-SMAD4-FOXO1 complex	Foxo1
SMAD3-SMAD4-FOXO1 complex	Smad4
SMAD3-SMAD4-FOXO4 complex	Smad3
SMAD3-SMAD4-FOXO4 complex	Foxo4
SMAD3-SMAD4-FOXO4 complex	Smad4
MBD1-Suv39h1-HP1 complex	Suv39h1
MBD1-Suv39h1-HP1 complex	Cbx5
MBD1-Suv39h1-HP1 complex	Mbd1
TERF2-RAP1 complex	Xrcc6
TERF2-RAP1 complex	Xrcc5
TERF2-RAP1 complex	Terf2
TERF2-RAP1 complex	Rad50
TERF2-RAP1 complex	Tinf2
TERF2-RAP1 complex	Terf2ip
ITGA6-ITGB4-CD9 complex	Itgb4
ITGA6-ITGB4-CD9 complex	Cd9
ITGA6-ITGB4-CD9 complex	Itga6
Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Skp1
Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Cul1
Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Cry1
Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	Fbxl3
Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Skp1
Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Cul1
Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Cry2
Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	Fbxl3
MDC1-H2AFX-TP53BP1 complex	H2afx
MDC1-H2AFX-TP53BP1 complex	Tp53bp1
MDC1-H2AFX-TP53BP1 complex	Mdc1
MDC1-p53BP1-SMC1 complex	Tp53bp1
MDC1-p53BP1-SMC1 complex	Mdc1
MDC1-p53BP1-SMC1 complex	Smc1a
RAD50-BRCA1 complex	Brca1
RAD50-BRCA1 complex	Rad50
BARD1-BRCA1-CSTF64 complex	Cstf2
BARD1-BRCA1-CSTF64 complex	Brca1
BARD1-BRCA1-CSTF64 complex	Bard1
BRCA1 A complex	Brca1
BRCA1 A complex	Uimc1
BRCA1 A complex	Bard1
BRCA1 C complex	Brca1
BRCA1 C complex	Uimc1
BRCA1 C complex	Rbbp8
BRCA1 C complex	Bard1
BRCA1 B complex	Bach1
BRCA1 B complex	Brca1
BRCA1 B complex	Bard1
ETS2-ERG complex	Erg
ETS2-ERG complex	Ets2
ETS2-ETS1 complex	Ets1
ETS2-ETS1 complex	Ets2
MCM4-MCM6-MCM7 complex	Mcm4
MCM4-MCM6-MCM7 complex	Mcm7
MCM4-MCM6-MCM7 complex	Mcm6
MCM2-MCM4-MCM6-MCM7 complex	Mcm4
MCM2-MCM4-MCM6-MCM7 complex	Mcm7
MCM2-MCM4-MCM6-MCM7 complex	Mcm2
MCM2-MCM4-MCM6-MCM7 complex	Mcm6
PCNA-CHL12-RFC2-5 complex	Rfc4
PCNA-CHL12-RFC2-5 complex	Rfc2
PCNA-CHL12-RFC2-5 complex	Rfc5
PCNA-CHL12-RFC2-5 complex	Rfc3
PCNA-CHL12-RFC2-5 complex	Chtf18
MMP-2-CLDN1 complex	Cldn1
MMP-2-CLDN1 complex	Mmp2
SNARE complex (STX1A, CPLX2, SNAP-25, VAMP2)	Stx1a
SNARE complex (STX1A, CPLX2, SNAP-25, VAMP2)	Vamp2
SNARE complex (STX1A, CPLX2, SNAP-25, VAMP2)	Cplx2
SNARE complex (STX1A, CPLX2, SNAP-25, VAMP2)	Snap25
OCT4-SOX2 DNA-protein complex	Sox2
OCT1-SOX2 DNA-protein complex	Pou2f1
OCT1-SOX2 DNA-protein complex	Sox2
PAX6-SOX2 DNA-protein complex	Pax6
PAX6-SOX2 DNA-protein complex	Sox2
CTF18-cohesion-RFC complex	Rfc4
CTF18-cohesion-RFC complex	Rfc2
CTF18-cohesion-RFC complex	Rfc5
CTF18-cohesion-RFC complex	Rfc3
CTF18-cohesion-RFC complex	Chtf18
CTF18-cohesion-RFC complex	DSCC1
CTF18-CTF8-DCC1 complex	Chtf18
CTF18-CTF8-DCC1 complex	DSCC1
9-1-1-APE1 complex	Rad1
9-1-1-APE1 complex	Hus1
9-1-1-APE1 complex	Apex1
9-1-1-APE1 complex	Rad9a
9-1-1 complex	Rad1
9-1-1 complex	Hus1
9-1-1 complex	Rad9a
BRCA1-cABL complex	Abl1
BRCA1-cABL complex	Brca1
RPAP1-RPB2-RPB3 complex	Polr2c
RPAP1-RPB2-RPB3 complex	Polr2b
RPAP1-RPB2-RPB3 complex	Rpap1
BRCA1-SMAD3 complex	Brca1
BRCA1-SMAD3 complex	Smad3
BRCA1-HDAC1-HDAC2 complex	Brca1
BRCA1-HDAC1-HDAC2 complex	Hdac1
BRCA1-HDAC1-HDAC2 complex	Hdac2
BRCA1-BARD1-BACH1-DNA damage complex II	Bach1
BRCA1-BARD1-BACH1-DNA damage complex II	Nbn
BRCA1-BARD1-BACH1-DNA damage complex II	Brca1
BRCA1-BARD1-BACH1-DNA damage complex II	Topbp1
BRCA1-BARD1-BACH1-DNA damage complex II	Rad50
BRCA1-BARD1-BACH1-DNA damage complex II	Rbbp8
BRCA1-BARD1-BACH1-DNA damage complex II	Bard1
ITGAV-ITGB3 complex	Itgb3
ITGAV-ITGB3 complex	Itgav
BRCA1-BARD1-BACH1-DNA damage complex I	Bach1
BRCA1-BARD1-BACH1-DNA damage complex I	Brca1
BRCA1-BARD1-BACH1-DNA damage complex I	Mlh1
BRCA1-BARD1-BACH1-DNA damage complex I	Msh6
BRCA1-BARD1-BACH1-DNA damage complex I	Topbp1
BRCA1-BARD1-BACH1-DNA damage complex I	Bard1
BRCA1-BARD1-BRCA2-DNA damage complex III	Brca1
BRCA1-BARD1-BRCA2-DNA damage complex III	Brca2
BRCA1-BARD1-BRCA2-DNA damage complex III	Bard1
BRCA1-CtIP-CtBP complex	Brca1
BRCA1-CtIP-CtBP complex	Ctbp1
BRCA1-CtIP-CtBP complex	Rbbp8
BRCA1-VCP complex	Brca1
BRCA1-VCP complex	Vcp
hSIR2-p53 complex	Tp53
hSIR2-p53 complex	Sirt1
E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex	Brca1
E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex	Ube2d3
E3 ubiquitin ligase (BRCA1, BARD1) - UbcH5c complex	Bard1
BRCA1-BARD1-UbcH7c complex	Brca1
BRCA1-BARD1-UbcH7c complex	Ube2l3
BRCA1-BARD1-UbcH7c complex	Bard1
BRCA1-RAD51 complex	Brca1
BRCA1-RAD51 complex	Rad51
BRCA1-RNA polymerase II complex	Polr2d
BRCA1-RNA polymerase II complex	Gtf2f2
BRCA1-RNA polymerase II complex	Ercc2
BRCA1-RNA polymerase II complex	Polr2c
BRCA1-RNA polymerase II complex	Polr2e
BRCA1-RNA polymerase II complex	Ercc3
BRCA1-RNA polymerase II complex	Tbp
BRCA1-RNA polymerase II complex	Polr2a
BRCA1-RNA polymerase II complex	Gtf2e1
BRCA1-RNA polymerase II complex	Gtf2e2
BRCA1-RNA polymerase II complex	Polr2b
BRCA1-RNA polymerase II complex	Gtf2h1
BRCA1-RNA polymerase II complex	Gtf2f1
BRCA1-RNA polymerase II complex	Polr2i
BRCA1-RNA polymerase II complex	Brca1
BRCA1-RNA polymerase II complex	Polr2h
BRCA1-RNA polymerase II complex	Polr2j
BRCA1-RNA polymerase II complex	Polr2k
BRCA1-RNA polymerase II complex	Polr2f
BRCA1-RNA polymerase II complex	Polr2g
BRCA1-RNA polymerase II complex	Polr2l
BRCA1-RNA polymerase II complex	Gtf2b
BRCA1-RNA polymerase II complex	Med21
BRCA1-RNA polymerase II complex	Gtf2h3
BRCA1-RNA polymerase II complex	Gtf2h4
ITGB3-ITGAV-VTN complex	Vtn
ITGB3-ITGAV-VTN complex	Itgb3
ITGB3-ITGAV-VTN complex	Itgav
RSmad complex	Smarca4
RSmad complex	Smad3
RSmad complex	Smad4
RSmad complex	Smad2
RSmad complex	Arid1b
RSmad complex	Smarcc2
RSmad complex	Crebbp
RSmad complex	Smarcc1
RSmad complex	Trim33
RSmad complex	Ncoa3
TIF1gamma-SMAD2-SMAD3 complex	Smad3
TIF1gamma-SMAD2-SMAD3 complex	Smad2
TIF1gamma-SMAD2-SMAD3 complex	Trim33
SRm160-SRm300 complex	Srrm1
SRm160-SRm300 complex	Srrm2
SMAD4-SMAD2-SMAD3 complex	Smad3
SMAD4-SMAD2-SMAD3 complex	Smad4
SMAD4-SMAD2-SMAD3 complex	Smad2
Profilin 1 complex	Pfn1
Profilin 1 complex	Hspa8
Profilin 1 complex	Vcp
Profilin 1 complex	Actg1
Profilin 1 complex	Cltc
Profilin 1 complex	Tubb2b
MEP50-PRMT5-ICLN complex	Prmt5
MEP50-PRMT5-ICLN complex	Clns1a
MEP50-PRMT5-ICLN complex	Wdr77
ATRX-DAXX complex	Atrx
ATRX-DAXX complex	Daxx
DAXX-Axin-p53-HIPK2 complex	Axin1
DAXX-Axin-p53-HIPK2 complex	Tp53
DAXX-Axin-p53-HIPK2 complex	Hipk2
DAXX-Axin-p53-HIPK2 complex	Daxx
ITGAV-ITGB3-THBS1 complex	Itgb3
ITGAV-ITGB3-THBS1 complex	Itgav
ITGAV-ITGB3-THBS1 complex	Thbs1
ING4 complex (ING4, JADE2, KAT7, MEAF6)	Kat7
ING4 complex (ING4, JADE2, KAT7, MEAF6)	Meaf6
ING4 complex (ING4, JADE2, KAT7, MEAF6)	Jade2
ING4 complex (ING4, JADE2, KAT7, MEAF6)	Ing4
ING4 complex (ING4, JADE3, KAT7, MEAF6)	Kat7
ING4 complex (ING4, JADE3, KAT7, MEAF6)	Jade3
ING4 complex (ING4, JADE3, KAT7, MEAF6)	Meaf6
ING4 complex (ING4, JADE3, KAT7, MEAF6)	Ing4
ITGAV-ITGB3-NOV complex	Itgb3
ITGAV-ITGB3-NOV complex	Itgav
ITGA5-ITGB1-FN-1-NOV complex	Fn1
ITGA5-ITGB1-FN-1-NOV complex	Itgb1
ITGA5-ITGB1-FN-1-NOV complex	Itga5
ING2 complex	Arid4b
ING2 complex	Sap30
ING2 complex	Arid4a
ING2 complex	Rbbp4
ING2 complex	Hdac1
ING2 complex	Rbbp7
ING2 complex	Brms1l
ING2 complex	Hdac2
ING2 complex	Sin3a
ING2 complex	Sap130
ING2 complex	Ing2
ING2 complex	Suds3
ING2 complex	Brms1
Brg1-based SWI/SNF complex	Actl6a
Brg1-based SWI/SNF complex	Smarcb1
Brg1-based SWI/SNF complex	Smarcc2
Brg1-based SWI/SNF complex	Smarcc1
ITGA5-ITGB1-CAL4A3 complex	Itgb1
ITGA5-ITGB1-CAL4A3 complex	Itga5
ITGA5-ITGB1-CAL4A3 complex	Col18a1
Phosphatidylinositol 3-kinase (PIK3CA, PIK3R2)	Pik3r2
Phosphatidylinositol 3-kinase (PIK3CA, PIK3R2)	Pik3ca
NuA4/Tip60 HAT complex	Actl6a
NuA4/Tip60 HAT complex	Kat5
NuA4/Tip60 HAT complex	Ep400
NuA4/Tip60 HAT complex	Brd8
NuA4/Tip60 HAT complex	Epc1
NuA4/Tip60 HAT complex	Dmap1
NuA4/Tip60 HAT complex	Ing3
NuA4/Tip60 HAT complex	Morf4l1
NuA4/Tip60 HAT complex	Ruvbl1
NuA4/Tip60 HAT complex	Trrap
NuA4/Tip60 HAT complex	Yeats4
NuA4/Tip60 HAT complex	Epc2
NuA4/Tip60 HAT complex	Meaf6
NuA4/Tip60 HAT complex	Ruvbl2
ING5 complex (ING5, JADE1, KAT7, MEAF6)	Kat7
ING5 complex (ING5, JADE1, KAT7, MEAF6)	Jade1
ING5 complex (ING5, JADE1, KAT7, MEAF6)	Ing5
ING5 complex (ING5, JADE1, KAT7, MEAF6)	Meaf6
ING5 (BRPF1, MOZ, MORF) complex	Brpf1
ING5 (BRPF1, MOZ, MORF) complex	Kat6b
ING5 (BRPF1, MOZ, MORF) complex	Ing5
ING5 (BRPF1, MOZ, MORF) complex	Kat6a
ING5 (BRPF1, MOZ, MORF) complex	Meaf6
DSIF complex (DRB sensitivity-inducing factor complex)	Supt5h
DSIF complex (DRB sensitivity-inducing factor complex)	Supt4h1a
ITGA2b-ITGB3-CD9-GP1b-CD47 complex	Itgb3
ITGA2b-ITGB3-CD9-GP1b-CD47 complex	Gp1ba
ITGA2b-ITGB3-CD9-GP1b-CD47 complex	Itga2b
ITGA2b-ITGB3-CD9-GP1b-CD47 complex	Cd9
ITGA2b-ITGB3-CD9-GP1b-CD47 complex	Cd47
BRD4-P-TEFb complex	Ccnt1
BRD4-P-TEFb complex	Brd4
BRD4-P-TEFb complex	Cdk9
Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)	Skp1
Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)	Cul1
Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)	Fbxw11
Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	Rbx1
Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	Skp1
Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	Cul1
Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	Btrc
ITGA5-ITGB3-COL6A3 complex	Itgb3
ITGA5-ITGB3-COL6A3 complex	Itga5
ITGA5-ITGB3-COL6A3 complex	Col6a3
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Ndufs7
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Ndufs3
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Ndufb6
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Mtnd1
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Ndufa6
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Ndufa9
Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	Ndufaf1
ITGAV-ITGB1-SPP1 complex	Itgb1
ITGAV-ITGB1-SPP1 complex	Itgav
ITGAV-ITGB1-SPP1 complex	Spp1
Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	Mtnd1
Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	Mtnd2
Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	Mtnd3
Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	Ndufaf1
BCR-ABL (p185 fusion protein)-GRB2 complex	Grb2
BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex	Grb2
BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex	Sos1
SHC-GRB2 complex	Shc1
SHC-GRB2 complex	Grb2
ITGA2b-ITGB3-CD47-FAK complex	Itgb3
ITGA2b-ITGB3-CD47-FAK complex	Itga2b
ITGA2b-ITGB3-CD47-FAK complex	Ptk2
ITGA2b-ITGB3-CD47-FAK complex	Cd47
RBPJ-NOTCH1-MAML1 complex	Notch1
RBPJ-NOTCH1-MAML1 complex	Rbpj
RBPJ-NOTCH1-MAML1 complex	Maml1
Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial	Ndufs2
Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial	Ndufs3
Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial	Ndufa9
Respiratory chain complex I (intermediate IV/310kD), mitochondrial	Ndufs2
Respiratory chain complex I (intermediate IV/310kD), mitochondrial	Ndufs3
Respiratory chain complex I (intermediate IV/310kD), mitochondrial	Mtnd1
Respiratory chain complex I (intermediate IV/310kD), mitochondrial	Ndufa9
Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	Ndufa2
Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	Ndufs2
Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	Ndufs3
Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	Mtnd1
Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	Ndufa9
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufs4
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufa2
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufs5
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufs7
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufs2
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufs3
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Mtnd1
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufv2
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufa6
Respiratory chain complex I (intermediate VII/650kD), mitochondrial	Ndufa9
Respiratory chain complex I (intermediate), mitochondrial	Ndufs4
Respiratory chain complex I (intermediate), mitochondrial	Ndufa2
Respiratory chain complex I (intermediate), mitochondrial	Ndufs5
Respiratory chain complex I (intermediate), mitochondrial	Ndufs7
Respiratory chain complex I (intermediate), mitochondrial	Ndufs2
Respiratory chain complex I (intermediate), mitochondrial	Ndufs3
Respiratory chain complex I (intermediate), mitochondrial	Ndufb6
Respiratory chain complex I (intermediate), mitochondrial	Mtnd1
Respiratory chain complex I (intermediate), mitochondrial	Ndufv2
Respiratory chain complex I (intermediate), mitochondrial	Ndufa6
Respiratory chain complex I (intermediate), mitochondrial	Ndufa9
Respiratory chain complex I (intermediate II/230kD), mitochondrial	Ndufs4
Respiratory chain complex I (intermediate II/230kD), mitochondrial	Ndufs7
Respiratory chain complex I (intermediate II/230kD), mitochondrial	Ndufv2
RBP-Jkappa-Notch1 complex	Notch1
RBP-Jkappa-Notch1 complex	Rbpj
RBP-Jkappa-SHARP complex	Rbpj
RBP-Jkappa-SHARP complex	Spen
PLC-gamma-2-Syk-LAT-FcR-gamma complex	Lat
PLC-gamma-2-Syk-LAT-FcR-gamma complex	Fcgr1
PLC-gamma-2-Syk-LAT-FcR-gamma complex	Plcg2
PLC-gamma-2-Syk-LAT-FcR-gamma complex	Syk
PLC-gamma-2-Lyn-FcR-gamma complex	Lyn
PLC-gamma-2-Lyn-FcR-gamma complex	Fcgr1
PLC-gamma-2-Lyn-FcR-gamma complex	Plcg2
SMRT-SKIP-CBF1 complex	Rbpj
SMRT-SKIP-CBF1 complex	Snw1
SMRT-SKIP-CBF1 complex	Ncor2
PLC-gamma-2-SLP-76 complex	Plcg2
PLC-gamma-2-SLP-76 complex	Lcp2
PLC-gamma-2-LAT complex	Lat
PLC-gamma-2-LAT complex	Plcg2
Respiratory chain complex I (beta subunit) mitochondrial	Ndufa4
Respiratory chain complex I (beta subunit) mitochondrial	Ndufab1
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb5
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb3
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb6
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb4
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb8
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb2
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb10
Respiratory chain complex I (beta subunit) mitochondrial	Mtnd4
Respiratory chain complex I (beta subunit) mitochondrial	Mtnd5
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb7
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb11
Respiratory chain complex I (beta subunit) mitochondrial	Ndufb9
Ku antigen-YY1-alphaMyHC promoter complex	Xrcc6
Ku antigen-YY1-alphaMyHC promoter complex	Xrcc5
Ku antigen-YY1-alphaMyHC promoter complex	Yy1
Respiratory chain complex I (gamma subunit) mitochondrial	Ndufa1
Respiratory chain complex I (gamma subunit) mitochondrial	Ndufc1
Respiratory chain complex I (gamma subunit) mitochondrial	Ndufs5
Respiratory chain complex I (gamma subunit) mitochondrial	Ndufa3
