source	target	source_gene	target_gene
A0A7M7MWI3	Q8TBY9	LOC413693	WDR66
A0A7M7MNG1	Q9UK73	LOC413692	FEM1B
A0A7M7G936	P06493	409590	CDK1
A0A7M7MNT6	Q9HAC7	LOC102653793	SUGCT
A0A7M7RAV3	Q9UNX4	LOC552439	WDR3
A0A7M7R7T2	Q9H981	LOC411279	ACTR8
A0A7M7GZV2	P07101	408930	TH
A0A7M7R8W2	P36915	412985	GNL1
A0A7M7MNE4	Q9P258	LOC409433	RCC2
A0A7M7GQ61	Q9NZC9	LOC551616	SMARCAL1
A0A7M7GMY7	P62258	408951	YWHAE
A0A7M7R9U3	O43615	412409	TIMM44
A0A7M7TFI6	Q9Y617	412670	PSAT1
A0A7M7GNJ2	Q9NXH9	LOC552018	TRMT1
A0A7M7GS96	P30291	551677	WEE1
A0A7M7MP89	Q6P1R4	LOC409102	DUS1L
A0A7M7GQF2	Q14CX7	413950	NAA25
A0A7M7G9U2	P36551	552084	CPOX
A0A7M7GEM9	O15146	408312	MUSK
A0A7M7RAP0	Q8NCE2	413411	MTMR14
A0A7M7IM43	O43766	552644	LIAS
A0A7M7GN14	Q13099	LOC411047	IFT88
A0A7M7R7I9	Q96BT7	411649	ALKBH8
A0A7M7TFF5	Q6P2E9	413099	EDC4
A0A7M7GVD4	P45985	410575	MAP2K4
A0A7M7INM2	Q9NVG8	LOC408604	TBC1D13
A0A7M7R331	Q86TW2	408866	ADCK1
A0A7M7IIS1	Q9H9A5	LOC409280	CNOT10
A0A7M7TFX5	Q9BVK2	551841	ALG8
A0A7M7IJV8	O60733	410570	PLA2G6
A0A7M7R8M7	Q9NWU1	413655	OXSM
A0A7M7GWM3	Q9Y263	LOC409219	PLAA
A0A7M7R8S3	Q6NUQ1	LOC552312	RINT1
C9WMM5	Q9H3G5	>sp|C9WMM5|VCP_APIME	CPVL
A0A7M7G8Q3	O95352	726637	ATG7
A0A7M7R8T0	Q9H3H5	LOC552327	DPAGT1
A0A7M7MW33	Q8N9T8	LOC724948	KRI1
A0A7M7R8B3	P53597	LOC551403	SUCLG1
A0A7M7INS9	Q8WU10	107963973	PYROXD1
A0A7M7TFL1	P30101	LOC409911	PDIA3
A0A7M7IL42	Q9UNY4	410273	TTF2
A0A7M7RAY3	Q9UKZ1	552434	CNOT11
A0A7M7RAC7	Q96MW5	551090	COG8
A0A7M7GUK4	Q9BYV1	LOC100576186	AGXT2
A0A7M7R825	Q9H611	410410	PIF1
A0A7M7RB19	P22234	LOC551966	PAICS
A0A7M7GZR6	Q9NQI0	410692	DDX4
A0A7M7IKP7	Q9Y672	552163	ALG6
A0A7M7MQF4	P10515	LOC100576646	DLAT
A0A7M7GWF0	Q9BWD1	LOC551395	ACAT2
A0A7M7GYE9	Q96SY0	552065	INTS14
A0A7M7GL17	Q14680	LOC411529	MELK
A0A7M7MMG5	Q99615	LOC410037	DNAJC7
A0A7M7FZK7	Q7Z7L7	725599	ZER1
A0A7M7GL65	P26572	410105	MGAT1
A0A7M7L2L6	Q9H6Q4	LOC724370	CIAO3
A0A7M7GYY7	Q13418	413354	ILK
A0A7M7R6L2	Q96EE3	413365	SEH1L
A0A7M7R5F6	Q7L5Y9	411683	MAEA
A0A7M7IRE6	Q9BZG8	LOC552087	DPH1
A0A7M7MM38	Q13123	LOC411392	IK
A0A7M7TFV0	P46777	552241	RPL5
A0A7M7H5W3	Q8N8U9	LOC410271	BMPER
A0A7M7R743	P07339	409341	CTSD
A0A7M7R2S6	Q6GMR7	LOC408742	FAAH2
A0A7M7FZJ4	Q9H330	LOC725477	TMEM245
A0A7M7GZX1	Q9H9P8	410999	L2HGDH
A0A7M7GMW8	P56282	724891	POLE2
A0A7M7H560	Q8WU90	409311	ZC3H15
A0A7M7RBB3	Q6YN16	552717	HSDL2
A0A7M7GXC5	Q14376	411633	GALE
A0A7M7MWA5	Q8N1V2	LOC552238	CFAP52
A0A7M7MW41	Q86W56	107965692	PARG
A0A7M7GWN0	Q96RR1	LOC100578653	TWNK
A0A7M7MQE1	Q7Z3F1	LOC724877	GPR155
A0A7M7TFI9	Q8WV83	412751	SLC35F5
A0A7M7R8P3	Q86VX9	412707	MON1A
A0A7M7R6D6	Q9BSU1	409639	C16orf70
A0A7M7SRU1	Q5H8A4	LOC725149	PIGG
A0A7M7R6Q4	Q9NQ89	410871	C12orf4
A0A7M7LKD1	Q8NI77	724193	KIF18A
A0A7M7GLL3	Q9Y2S7	LOC551574	POLDIP2
A0A7M7R4I4	P62917	410188	RPL8
A0A7M7R755	Q8TAM2	LOC413899	TTC8
A0A7M7RAB4	O15269	552392	SPTLC1
A0A7M7R879	O15144	551784	ARPC2
A0A7M7TF16	P34925	410190	RYK
A0A7M7GAY9	O95427	LOC726310	PIGN
A0A7M7GRV4	Q8TF05	726544	PPP4R1
A0A7M7GNW2	Q9UQ80	412221	PA2G4
A0A7M7SS08	Q14203	LOC413931	DCTN1
A0A7M7MPC4	Q9BRS2	LOC100576572	RIOK1
A0A7M7LLZ8	O15213	LOC724809	WDR46
A0A7M7MUA3	O95628	LOC409200	CNOT4
A0A7M7SQV4	Q9H501	LOC724119	ESF1
A0A7M7IMD0	Q9UHB4	LOC552491	NDOR1
A0A7M7MSR4	Q9NXL9	410442	MCM9
A0A7M7MNB9	Q6NXT6	LOC412787	TAPT1
A0A7M7LNB4	Q9BPX3	413691	NCAPG
A0A7M7L3M5	Q5T655	LOC412109	CFAP58
A0A7M7IL14	Q8TBB5	LOC551907	KLHDC4
A0A7M7R6T1	P40926	408950	MDH2
A0A7M7GR92	Q9BPX6	LOC552081	MICU1
A0A7M7MR07	P40937	410266	RFC5
A0A7M7GQH5	Q8N5T2	551193	TBC1D19
A0A7M7R4Z1	Q969V3	LOC411266	NCLN
A0A7M7GT85	P26367	LOC102654776	PAX6
A0A7M7R5I5	Q9BUZ4	LOC408754	TRAF4
A0A7M7GT83	Q9Y5Q9	726568	GTF3C3
A0A7M7R9A6	P19387	552458	POLR2C
A0A7M7LND1	O60500	LOC551736	NPHS1
A0A7M7MV57	P17174	LOC727622	GOT1
A0A7M7MGB9	P22570	LOC100578109	FDXR
A0A7M7R830	P04818	551983	TYMS
A0A7M7R5D8	Q9NPF5	408575	DMAP1
A0A7M7TFZ8	O43837	552128	IDH3B
A0A7M7R782	Q15637	411122	SF1
A0A7M7GNT1	Q12905	552452	ILF2
A0A7M7R6A9	O60678	412580	PRMT3
A0A7M7R880	Q5JVF3	411947	PCID2
A0A7M7GDW6	Q9Y5B6	LOC100579003	PAXBP1
A0A7M7GBL6	Q3MII6	LOC411753	TBC1D25
A0A7M6W5Y0	Q75QN2	INTS8	INTS8
A0A7M7RBR8	A5PLN9	LOC552422	TRAPPC13
A0A7M7R6V0	Q969N2	LOC410132	PIGT
A0A7M7MS06	P04628	LOC413502	WNT1
A0A7M7H0J4	Q9HCJ6	409207	VAT1L
A0A7M7GUW8	Q8WV93	LOC552015	AFG1L
A0A7M7H0N1	Q8TCT9	409870	HM13
A0A7M7R3W8	Q9BVC4	409725	MLST8
A0A7M7R9D0	O43933	LOC413666	PEX1
A0A7M7H5H8	Q96S55	409392	WRNIP1
A0A7M7GIJ1	O95453	LOC408626	PARN
A0A7M7MPD5	Q5JPH6	LOC411707	EARS2
A0A7M7MPM3	Q5JVL4	LOC551814	EFHC1
A0A7M7MNM4	Q676U5	LOC725024	ATG16L1
A0A7M7R8I8	Q9Y5K5	413813	UCHL5
A0A7M7GUY5	Q7L5N1	410195	COPS6
A0A7M7MQ69	Q8TDY2	LOC408358	RB1CC1
A0A7M7GRX4	O14757	413964	CHEK1
A0A7M7KYX3	P21912	LOC551169	SDHB
A0A7M7TFX1	P11182	552557	DBT
A0A7M7IJ42	O95260	412018	ATE1
A0A7M7RB08	Q99623	551944	PHB2
A0A7M7GQJ0	P11172	LOC408461	UMPS
A0A7M7MP93	Q86Y56	LOC409741	DNAAF5
A0A7M7GZV0	Q5F1R6	100578360	DNAJC21
A0A7M7L2G9	Q9Y3T9	LOC413591	NOC2L
A0A7M7RAR0	Q9NT62	552315	ATG3
A0A7M7GNE6	Q9Y2P8	100576850	RCL1
A0A7M7MLU6	P05198	LOC726500	EIF2S1
A0A7M7SQD9	P30260	LOC409522	CDC27
A0A7M7GVS8	Q9UK59	551497	DBR1
A0A7M7GSP6	P15586	550869	GNS
A0A7M7R5N5	Q13347	409258	EIF3I
A0A7M7R903	Q96J01	413173	THOC3
A0A7M7R5S5	Q9H598	409089	SLC32A1
A0A7M7FYV5	O94826	726081	TOMM70
A0A7M7R4P2	Q9UMX1	LOC410354	SUFU
A0A7M7R3T3	P55036	409609	PSMD4
A0A7M7GMK2	O43175	725967	PHGDH
A0A7M7IN20	Q96LT4	412697	SAMD8
A0A7M7R6A5	Q8IXL6	LOC410517	FAM20C
A0A7M7IML3	Q96GW9	LOC724733	MARS2
A0A7M7RBD6	Q13630	LOC552755	TSTA3
A0A7M7G772	Q92685	724399	ALG3
A0A7M7R5H3	Q9P2R6	409084	RERE
A0A7M7R7N7	Q8IVB5	LOC551265	LIX1L
A0A7M7TFA3	Q9H8E8	411072	KAT14
A0A7M7RA09	Q9Y3S2	552052	ZNF330
A0A7M7R3F6	Q9UNN5	409226	FAF1
A0A7M7R5V2	Q9UNM6	LOC409168	PSMD13
A0A7M7R7B4	Q9P0U4	411265	CXXC1
A0A7M7MNA5	Q9UBV2	LOC409281	SEL1L
A0A7M7R4W4	Q6GMV2	410597	SMYD5
A0A7M7R6N1	Q96IJ6	413435	GMPPA
A0A7M7R634	O14965	412271	AURKA
A0A7M7R362	P55010	408979	EIF5
A0A7M7LN20	O60216	411619	RAD21
A0A7M7R2S7	Q13415	408512	ORC1
A0A7M7R4N6	P56537	408573	EIF6
A0A7M7MN95	Q6ZMV9	LOC411316	KIF6
A0A7M7R7K0	Q7Z5K2	412129	WAPL
A0A7M7GNZ7	O95478	107963962	NSA2
A0A7M7R698	Q12980	412531	NPRL3
A0A7M7R4J3	Q7Z7A4	LOC408591	PXK
A0A7M7R3I2	Q8NBK3	LOC409298	SUMF1
A0A7M7L796	Q96H96	LOC724350	COQ2
A0A7M7GQI0	Q8WTT2	LOC725755	NOC3L
A0A7M7R8L0	Q9Y5X4	LOC413558	NR2E3
A0A7M7GSB7	Q05048	409688	CSTF1
A0A7M7R883	Q7KZN9	410617	COX15
A0A7M7R6U7	Q9NRC8	413728	SIRT7
A0A7M7H1I5	O95396	724496	MOCS3
A0A7M7MH17	Q9HCC9	LOC413998	ZFYVE28
A0A7M7MP44	Q9UPT5	LOC551576	EXOC7
A0A7M7H0Z4	P22830	409922	FECH
A0A7M7TF83	Q16739	LOC411552	UGCG
A0A7M7GLV6	P27797	409165	CALR
A0A7M7RBE7	Q6PIW4	LOC552806	FIGNL1
A0A7M7SNP9	Q7Z4G4	LOC724798	TRMT11
A0A7M7RC50	Q3T906	LOC552725	GNPTAB
A0A7M7MNB3	Q96CU9	LOC552066	FOXRED1
A0A7M7TF36	P21589	410539	NT5E
A0A7M7G9U1	P53355	LOC411980	DAPK1
A0A7M7MVY9	Q8WU17	408523	RNF139
A0A7M7GPY9	Q0P651	552008	ABHD18
A0A7M7R6L7	Q9Y282	410338	ERGIC3
A0A087ZYQ1	P40925	411014	MDH1
A0A7M7GZP0	Q6XZF7	LOC724415	DNMBP
A0A7M7MGA7	P30622	LOC727159	CLIP1
A0A7M7GKR5	P67870	551655	CSNK2B
A0A7M7TEW5	Q7Z569	409251	BRAP
A0A7M7SQ85	Q9C0H5	LOC409268	ARHGAP39
A0A7M7IKH8	O60308	100578015	CEP104
A0A7M7LQ44	Q96SB8	727192	SMC6
A0A7M7GSZ8	P13716	413708	ALAD
A0A7M7ITD2	Q5T4D3	LOC100577493	TMTC4
A0A7M7R4H8	Q15427	410434	SF3B4
A0A7M7R8Z1	P83436	LOC411239	COG7
A0A7M7SP16	Q9BQ52	LOC726874	ELAC2
A0A7M7TF85	Q9H4P4	411585	RNF41
A0A7M7IEA5	Q9H8H2	LOC413874	DDX31
A0A7M7R5D6	Q0P6H9	411875	TMEM62
A0A7M7LN72	Q6PHR2	LOC413467	ULK3
A0A7M7R300	Q9BV20	409023	MRI1
A0A7M7TEW0	Q8N1G1	LOC408656	REXO1
A0A7M7RAN7	Q14746	552714	COG2
A0A7M7R647	O60260	LOC412975	PRKN
A0A7M7G0A2	Q9NP80	LOC726656	PNPLA8
A0A7M7MU73	O76094	LOC726435	SRP72
A0A7M7SS37	Q9BW27	LOC408625	NUP85
A0A7M7R9F0	Q96G21	411856	IMP4
A0A7M7GXX0	Q8IYB7	552355	DIS3L2
A0A7M7R779	Q9H6W3	LOC411568	RIOX1
A0A7M7GYN2	P62826	410280	RAN
A0A7M7GTL3	Q9HCS5	LOC411452	EPB41L4A
A0A7M7FZR0	P13798	LOC727648	APEH
A0A7M7TF50	Q9H0H5	LOC410144	RACGAP1
A0A7M7H079	Q7RTT9	409073	SLC29A4
A0A7M7IXM4	Q96IV0	409032	NGLY1
A0A7M7LSC0	P53384	412289	NUBP1
A0A7M7L1X5	P60900	LOC100578243	PSMA6
A0A7M7R771	Q53HC9	411793	EIPR1
A0A7M7R8N8	P24863	412009	CCNC
A0A7M7MXU6	O43684	410050	BUB3
A0A7M7L395	P52429	LOC551722	DGKE
A0A7M7TEW8	Q14457	408834	BECN1
A0A7M7R5X9	Q7Z402	LOC412005	TMC7
A0A7M7R932	P07949	LOC412667	RET
A0A7M7MQE5	Q9H3H1	LOC724336	TRIT1
A0A7M7R3Q8	P62424	409528	RPL7A
A0A7M7L4T5	Q6UWM7	LOC411978	LCTL
A0A7M7R8A1	Q86XK2	412059	FBXO11
A0A7M7R3D9	P36957	LOC409155	DLST
A0A7M7MKH5	P28715	LOC410097	ERCC5
A0A7M7MKM4	O75879	LOC102654365	GATB
A0A7M7RAP6	Q9BS26	552191	ERP44
A0A7M7TFD1	Q13769	LOC412584	THOC5
A0A7M7IVG3	Q86V15	LOC725754	CASZ1
A0A7M7L5A9	P25789	LOC113218560	PSMA4
A0A7M7GMA7	P35232	408412	PHB
A0A7M7LIE9	Q9HCN4	LOC725745	GPN1
A0A7M7MKG9	Q9BQ70	410116	TCF25
A0A7M7MU31	Q13608	LOC726348	PEX6
A0A7M7R6G8	Q9BVA6	LOC409726	FICD
A0A7M7R6G5	Q9GZL7	LOC413404	WDR12
A0A7M7IFX6	Q9BZB8	LOC411907	CPEB1
A0A7M7GN56	A4D1P6	100578260	WDR91
A0A7M7L518	Q9HA77	LOC725909	CARS2
A0A7M7KYZ0	Q96EY1	LOC411359	DNAJA3
A0A7M7FYR1	P53602	725817	MVD
A0A7M7GRT5	O95995	411937	GAS8
A0A7M7IHH5	Q9NX74	LOC410264	DUS2
A0A7M7R4U4	Q96GX5	411080	MASTL
A0A7M7R6P0	P51553	410396	IDH3G
A0A7M7L660	Q8NFF2	LOC100577986	SLC24A4
A0A7M7TFN6	P23396	551330	RPS3
A0A7M7TF29	P25787	LOC409802	PSMA2
A0A7M7R6W8	Q8N5U6	409417	RNF10
A0A7M7GNV0	Q9H4A6	LOC412824	GOLPH3
A0A7M7GRS5	Q9Y2T3	727293	GDA
A0A7M7R5A1	Q9HCL2	411724	GPAM
A0A7M7GTY1	Q9UJM8	552771	HAO1
A0A7M7R3A6	P15880	409326	RPS2
A0A7M7M497	P49959	LOC413400	MRE11
A0A7M7R746	P07099	406152	EPHX1
A0A7M7LRS3	P49257	550798	LMAN1
A0A7M7H653	Q68CP9	LOC724311	ARID2
A0A7M7GQ96	Q9NZK5	102656439	ADA2
A0A7M7L4T3	P06132	LOC726501	UROD
A0A7M7L457	O15078	LOC726394	CEP290
A0A7M7R2V4	Q00796	LOC408871	SORD
A0A7M7RAH5	O75844	551466	ZMPSTE24
A0A7M7MTG0	O43929	LOC552652	ORC4
A0A7M7LNL6	P61247	413296	RPS3A
A0A7M7LSB6	Q9Y2I8	411204	WDR37
A0A7M7R6D9	Q9UJX3	412712	ANAPC7
A0A7M7G8W4	Q9Y6N5	LOC100577145	SQOR
A0A7M7GXQ3	Q96PZ0	LOC102654640	PUS7
A0A7M7TFE4	Q8NBU5	411858	ATAD1
A0A7M7R336	O60762	409115	DPM1
A0A7M7R750	Q14145	LOC411679	KEAP1
A0A7M7GXQ0	Q8WTW4	409317	NPRL2
A0A7M7R7C4	Q32NB8	413879	PGS1
A0A7M7IW39	Q9Y6F9	413501	WNT6
A0A7M7MLL1	Q15645	LOC411596	TRIP13
A0A7M7R6Y1	P61019	409126	RAB2A
A0A7M7IXX0	Q13873	413895	BMPR2
A0A7M7GQB5	Q6ZSS7	410613	MFSD6
A0A7M7TFT2	Q9H553	551972	ALG2
A0A7M7H1N9	Q96I59	LOC551476	NARS2
A0A7M7R7Q2	Q9Y6A4	412363	CFAP20
A0A7M7R928	P40818	LOC411362	USP8
A0A7M7GPY8	Q05469	413702	LIPE
A0A7M7R7M7	O60826	LOC412249	CCDC22
A0A7M7R6M1	Q13148	LOC409065	TARDBP
A0A7M7GY08	P06746	LOC724170	POLB
A0A7M7RB38	Q02978	552016	SLC25A11
A0A7M7MWH4	P55081	LOC412412	MFAP1
A0A7M7ILI3	P28066	551956	PSMA5
A0A7M7H0B5	Q969Y2	725337	GTPBP3
A0A7M7GZM1	Q8IZ69	413087	TRMT2A
A0A7M7MGG6	Q99633	LOC725905	PRPF18
A0A7M7R935	Q9Y570	LOC550901	PPME1
A0A7M7GV40	Q96CM8	ACSF2	ACSF2
A0A7M7GUK1	Q8N4J0	LOC551439	CARNMT1
A0A7M7SQT3	Q9BT22	LOC551379	ALG1
A0A7M7RA87	Q96NB2	550915	SFXN2
A0A7M7IPN1	O14579	LOC107965192	COPE
A0A7M7MMB2	O14972	LOC107964903	DSCR3
A0A7M7R6L9	Q9Y3F4	413053	STRAP
A0A7M6UEA1	Q8TB96	408324	ITFG1
A0A7M7IKI7	Q9Y2Z4	LOC552025	YARS2
A0A7M7GRH1	O95476	LOC408417	CTDNEP1
A0A7M7GSC6	P19623	725099	SRM
A0A7M7TFH0	Q9UHK6	412341	AMACR
A0A7M7LPI2	Q13217	LOC413441	DNAJC3
A0A7M7R6L8	Q9UET6	408687	FTSJ1
A0A7M6UED8	Q96JI7	726567	SPG11
A0A7M7R6T7	Q9Y3A3	410949	MOB4
A0A7M7H1E1	Q7L592	551492	NDUFAF7
A0A7M7GAT2	Q8NEW0	LOC411095	SLC30A7
A0A7M7LLS7	Q9BWU0	412637	SLC4A1AP
A0A7M7R606	Q8TB61	412435	SLC35B2
A0A7M7MKB4	P50748	LOC100578823	KNTC1
A0A7M7R641	Q96C34	410255	RUNDC1
A0A7M7IQ46	Q8IY82	413319	DRC7
A0A7M7IFC6	Q92521	102655898	PIGB
A0A7M7MFY3	P14384	LOC726554	CPM
A0A7M7LLV0	P35557	LOC551005	GCK
A0A7M7MSY7	Q5TCS8	413266	AK9
A0A7M7H2D1	P48775	410828	TDO2
A0A7M7GPY2	Q13601	102654312	KRR1
A0A7M7MTP3	P49642	LOC726227	PRIM1
A0A7M6UQ76	Q9NZN8	552826	CNOT2
A0A7M7FZK4	Q8N2M8	725528	CLASRP
A0A7M7ILH0	Q6UVY6	LOC410362	MOXD1
A0A7M7R7D9	Q86VN1	412076	VPS36
A0A7M6UEA0	Q16543	Cdc37	CDC37
A0A7M7LMJ3	Q96NN9	LOC413958	AIFM3
A0A7M7R2Y1	Q9NZD8	408673	SPG21
A0A7M7MQR3	Q8IYL2	LOC410286	TRMT44
A0A7M7R5B2	Q8N0Z6	411172	TTC5
A0A7M7R8S6	Q9H8M7	412828	MINDY3
A0A7M7R5N6	Q9P0J7	411694	KCMF1
A0A7M7R8D3	O43809	552140	NUDT21
A0A7M7IIF6	P0C2W1	LOC413637	FBXO45
A0A7M7MQZ1	P35249	LOC726018	RFC4
A0A7M7GAI3	Q12972	412478	PPP1R8
A0A7M7L1K5	Q969S0	LOC725569	SLC35B4
A0A7M7LKC2	Q8NEL9	LOC724115	DDHD1
A0A7M7G000	Q8WVB6	726742	CHTF18
A0A7M7IHD1	Q01831	LOC552498	XPC
A0A7M7R958	O95219	414028	SNX4
A0A7M7R556	Q9UJT0	411226	TUBE1
A0A7M7R8L4	P19388	413110	POLR2E
A0A7M7R8G5	Q9C0D9	411698	SELENOI
A0A7M7LR57	O75648	551812	TRMU
A0A7M7H5C7	Q96Q11	LOC413815	TRNT1
A0A7M7GW30	Q01415	LOC551581	GALK2
A0A7M7IGT4	Q96IV6	409360	FAXDC2
A0A7M7R6N3	Q9NVU0	413688	POLR3E
A0A7M7TFS4	P16444	LOC551121	DPEP1
A0A7M7GJI0	Q9UJX4	410290	ANAPC5
A0A7M7FY01	Q12788	LOC724596	TBL3
A0A7M7L380	Q9NX47	LOC552063	MARCH5
A0A7M6UWD5	P18754	RCC1	RCC1
A0A7M7MLP6	Q6PGP7	LOC412454	TTC37
A0A7M7MMG1	Q6P1A2	LOC724443	LPCAT3
A0A7M7TF54	Q92547	410940	TOPBP1
A0A7M7H112	Q3YEC7	552625	RABL6
A0A7M7G100	Q96G74	724338	OTUD5
A0A7M7R5F9	Q9UGB7	408650	MIOX
A0A7M7RBZ0	Q9H1D9	552607	POLR3F
A0A7M7TFK2	Q49A26	LOC550663	GLYR1
A0A7M7MSD1	Q6MZP7	LOC409483	LIN54
A0A7M7R5L7	Q69YN4	411612	VIRMA
A0A7M7GPR0	P50542	LOC413880	PEX5
A0A7M7SR23	O43934	LOC552407	MFSD11
A0A7M7R2D4	Q99436	408353	PSMB7
A0A7M7H1Z5	P31937	LOC551208	HIBADH
A0A7M7R6F7	Q6ZMK1	LOC413103	CYHR1
A0A7M7L4G6	Q9BQ67	LOC726110	GRWD1
A0A7M7GIS9	Q9UBD5	100577998	ORC3
A0A7M7GB71	Q969X6	724542	UTP4
A0A7M7R359	P25788	408986	PSMA3
A0A7M7R5S3	Q9Y2G8	412118	DNAJC16
A0A7M7GXE5	O15160	411510	POLR1C
A0A7M7R5C8	Q96I51	LOC411554	RCC1L
A0A7M7GPJ8	P53609	412933	PGGT1B
A0A7M7IVZ1	P08865	410486	RPSA
A0A7M7TF26	P49770	410355	EIF2B2
A0A7M7ILC7	P21549	LOC413678	AGXT
A0A7M7GTX4	Q96CS3	LOC412414	FAF2
A0A7M7R8J8	Q6NUT3	LOC551665	MFSD12
A0A7M7R2C6	Q8TCT0	LOC408315	CERK
A0A7M7GPH6	Q9UI10	724123	EIF2B4
O76756	P62241	RpS8	RPS8
A0A7M7GM21	A2A3K4	LOC102655054	PTPDC1
A0A7M7R5J3	Q6P1N9	LOC411837	TATDN1
A0A7M7R2T7	Q9H3P2	LOC408541	NELFA
A0A7M7RB87	O96017	551949	CHEK2
A0A7M7GRJ9	Q8IXJ6	409532	SIRT2
A0A7M7GSH7	Q9BUI4	411164	POLR3C
A0A7M7G2W6	P12004	727275	PCNA
A0A7M7MND5	Q02127	LOC552421	DHODH
A0A7M7IRL1	Q96GC9	551036	VMP1
A0A7M7L397	O15229	LOC551858	KMO
A0A7M7GZB5	Q6P9B9	LOC413625	INTS5
A0A7M7LPS5	P46782	409728	RPS5
A0A7M7RCX0	Q9BRR8	LOC552172	GPATCH1
A0A7M7RA50	Q9Y5B8	LOC412782	NME7
A0A7M7R9D8	Q9NZC7	411815	WWOX
A0A7M7SPP1	Q9NWL6	LOC552710	ASNSD1
A0A7M7GQC3	P62906	LOC413868	RPL10A
A0A7M7R4T5	P48728	LOC410550	AMT
A0A7M7R8E2	Q9UKF7	413275	PITPNC1
A0A7M7ILC5	O75907	552377	DGAT1
A0A7M7L2E8	Q16656	LOC411828	NRF1
A0A7M7IGX6	Q9NVA4	LOC552432	TMEM184C
A0A7M7L1H8	Q9UQ84	LOC550962	EXO1
A0A7M7RAQ8	O14929	552748	HAT1
A0A7M7R4Y4	P55263	408441	ADK
A0A7M7FZP2	O43264	725793	ZW10
A0A7M7TFH3	Q9UJX2	413499	CDC23
A0A7M7MX78	Q38SD2	LOC113219396	LRRK1
A0A7M7MWV7	Q9Y673	LOC100576818	ALG5
A0A7M7GX17	M0QZD8	LOC410793	LOC400499
A0A7M7R629	Q96AA3	LOC412489	RFT1
A0A7M7SRN5	Q674X7	LOC409711	KAZN
A0A7M7MM06	Q8IYI6	LOC411775	EXOC8
A0A7M7IH20	O94827	LOC408963	PLEKHG5
A0A7M7MV35	Q3SXZ7	LOC413973	TTLL9
A0A7M7SRE3	Q5T2R2	LOC412735	PDSS1
A0A7M7H4Y9	Q9H3K2	409189	GHITM
A0A7M7RAC5	P08397	551872	HMBS
A0A7M7GUK2	Q96GA3	LOC409659	LTV1
A0A7M7RBK1	O15260	552234	SURF4
A0A7M7FYK2	Q8TEQ6	724288	GEMIN5
A0A7M7LMF0	O43772	552361	SLC25A20
A0A7M7R8F4	Q9Y5X2	412842	SNX8
A0A7M7R6I1	Q8NBS9	LOC408557	TXNDC5
A0A7M7MP23	Q96PN6	LOC102653763	ADCY10
A0A7M7GX63	Q9NV96	411573	TMEM30A
A0A7M7SS59	P34949	551447	MPI
A0A7M7MKA2	Q15257	LOC409443	PTPA
A0A7M7GU58	Q8WYQ5	LOC414009	DGCR8
A0A7M7GC16	Q15036	552189	SNX17
A0A7M7R6S0	P08574	413605	CYC1
A0A7M7R8L8	P61106	413614	RAB14
A0A7M7GJW5	Q7Z3B4	410972	NUP54
A0A7M7R9Z8	Q8NBW4	LOC552028	SLC38A9
A0A7M7RDL2	Q9NXA8	552701	SIRT5
A0A7M7R354	Q9HB40	LOC409162	SCPEP1
A0A7M7MQJ4	Q8IVV7	LOC102655030	GID4
A0A7M7H3G0	Q9UBQ0	LOC725700	VPS29
A0A7M7R4Z9	Q9Y5K8	411295	ATP6V1D
A0A7M7GAB7	Q96EK5	100578513	KIF1BP
A0A7M7MG00	Q2TBE0	LOC726570	CWF19L2
A0A7M7R666	Q9UJZ1	LOC412323	STOML2
A0A7M7GQ64	O43156	LOC724472	TTI1
A0A7M7R5I6	Q92540	LOC409556	SMG7
A0A7M7GS19	Q9UJW0	LOC725207	DCTN4
A0A7M7GRM7	Q8IWA0	LOC550808	WDR75
A0A7M7GFF5	Q9ULD6	100578370	INTU
A0A7M7H266	O15355	552412	PPM1G
A0A7M7ILA0	Q6P988	LOC107963993	NOTUM
A0A7M7GVC6	Q9UGM6	411305	WARS2
A0A7M7TFK8	P61313	413137	RPL15
A0A7M7R479	P38117	410308	ETFB
A0A7M7IHN1	Q86U10	551548	ASPG
A0A7M7GUF6	Q15650	102654890	TRIP4
A0A7M7TFP1	O43709	551414	BUD23
A0A7M7GU28	Q9UPR3	727497	SMG5
A0A7M7TEV1	Q5TC63	409047	GRTP1
A0A7M6USQ5	Q9NPI1	Brd7	BRD7
A0A7M7GYA0	Q6NVY1	412796	HIBCH
A0A7M7IQB6	Q8TEQ0	413129	SNX29
A0A7M7R7S9	P53007	412678	SLC25A1
A0A7M7GLV5	Q8TBP6	551301	SLC25A40
A0A7M7GX38	Q9UBS8	LOC552305	RNF14
A0A7M7LMA2	Q96JB5	727480	CDK5RAP3
A0A7M7R4S7	Q96DZ1	LOC411006	ERLEC1
A0A7M7L0R0	Q6ZNB7	LOC413590	AGMO
A0A7M7R7W5	Q9Y5B0	551207	CTDP1
A0A7M7LT57	Q96T60	LOC552254	PNKP
A0A7M7RC33	Q9P0I2	551505	EMC3
A0A7M7GK83	Q9UGJ1	412119	TUBGCP4
A0A7M7R6S1	Q9Y3A5	413196	SBDS
A0A7M7LMG7	Q8N9F7	LOC412851	GDPD1
A0A7M7IRR5	Q6ZWL3	409469	CYP4V2
A0A7M7GRZ4	P51570	100577378	GALK1
A0A7M7LKD3	P51149	LOC724873	RAB7A
A0A7M7TG54	O95822	552823	MLYCD
