source	target	source_gene	target_gene
A0A7M7MS00	P41375	LOC100578660	eIF2beta
A0A7M7GR07	P48809	LOC409961	Hrb27C
A0A7M7IGB4	P08645	413246	Rap1
A0A7M7R6B7	Q9VBG6	413192	CG6073
A0A7M7IKY1	P32100	107964351	RpL7
A0A7M7R6Z5	A0A0B4LHM3	LOC409171	Dmel\CG10175
A0A7M7RAR8	Q9VM60	552778	CG3430
A0A7M7RBQ2	Q7K0F0	LOC551191	CG15084
A0A7M7M0Z5	Q9W533	LOC100577758	Dmel\CG4313
A0A7M7MMA0	O76878	LOC410142	Rilpl
A0A7M7MWV7	Q9VLQ1	LOC100576818	wol
A0A7M7GUW2	Q9VWB1	410394	SCCRO4
A0A7M7GZY1	Q9VAD4	409118	eIF2Balpha
A0A7M7IHF8	Q9W091	408820	Dmel\CG8001
A0A7M7FZ48	Q4V5H1	726409	Dmel\CG17266
A0A7M7MW17	Q9VHF5	LOC100577753	pasi2
A0A7M7LQ58	Q9V9U4	410763	nero
A0A7M7R5J4	Q9V396	408827	CAH1
A0A7M7II83	A8JQT5	LOC100577364	Cdep
A0A7M7R7Y8	Q7K3S3	551280	fusl
A0A7M7LNW1	Q9VJQ4	LOC412277	Rnmt
A0A7M7GW59	P40945	410306	Arf102F
A0A7M7LP68	Q9VU88	LOC411631	Liprin-beta
A0A7M7SPP1	Q5LJP9	LOC552710	CG17486
A0A7M7GQ90	Q9VXQ0	552676	mRpL3
A0A7M7MNM1	A1Z6S7	LOC412679	vimar
A0A7M7MTI5	Q8MLQ7	LOC551053	Dmel\CG4797
A0A7M7L7X3	Q9VM91	LOC724611	TTLL3A
A0A7M7TF62	Q9W2I2	411076	Dmel\CG9752
A0A7M7GN74	Q9VZY9	726436	ProRS-m
A0A7M7TFR3	Q7K1C5	LOC551705	Hyccin
A0A7M7L881	Q9V4E1	LOC727308	Ephrin
A0A7M7IL53	P48555	102656587	Rala
A0A7M7SRV2	Q9Y166	LOC412503	Dic1
A0A7M7IJF5	Q7KRS9	LOC102654791	Dmel\CG1815
A0A7M7RB38	Q9VAJ9	552016	Dmel\CG1907
A0A7M7H1Z3	Q9VRT6	412457	Dmel\CG13295
A0A7M7GSB5	Q7KQM6	410003	CG11148
A0A7M7LPD4	Q9W369	408592	t
A0A7M7MUX3	Q8IQ55	LOC551525	CG32416
A0A7M7H3G0	Q9VPX5	LOC725700	Vps29
A0A7M7FYZ7	P29327	725647	RpS6
A0A7M7R7Z6	Q23989	LOC410324	qua
A0A7M7LRM9	Q9VD55	408968	Cchl
A0A7M7R885	Q9VPB6	412596	Dmel\CG11396
A0A7M7R3S1	Q9VU84	LOC409548	Abp1
A0A7M7R590	Q9VHF2	411691	CG18473
A0A7M7RBR8	Q95TN1	LOC552422	CG4953
A0A7M7R7V0	Q8IN02	412557	Dph5
A0A7M7FYK7	P25160	724676	Arl1
A0A7M7IHX1	Q9VPQ6	LOC100577801	ush
X2JFT9	P36241	rpl19	RpL19
A0A7M7LMI3	Q9VM58	LOC726494	Hmgcl
A0A7M7GPG4	Q9NDM2	725008	Tre1
A0A7M7IJ42	O96539	412018	Ate1
A0A7M7R3M4	Q9VTD9	409721	Dmel\CG6321
A0A7M7FZ29	Q9VA71	724789	Q9VA71
A0A7M7M499	Q9VHV6	LOC412966	Dmel\CG9667
A0A7M7GVG5	Q9VPP5	412837	CG13690
A0A7M7R8U0	Q9VEU2	413976	Der-2
A0A7M7TFE5	Q9VTF9	412868	Ufd1-like
A0A7M7GNY3	Q9V3H5	411494	Cdk5alpha
A0A7M7L3Y2	Q9VWX8	LOC551385	Frq2
A0A7M7RCK1	M9PHI7	551948	kri
A0A7M7GR65	Q9VRJ2	551499	Fitm
A0A7M7GW12	A1Z7Q8	409662	alc
A0A7M7RBZ0	Q9VD25	552607	CG5380
A0A7M7L397	A1Z746	LOC551858	cn
A0A7M7LK95	Q9VVU4	724875	Dmel\CG6843
A0A7M7RAW7	Q9VTU3	551838	RhoGAP68F
A0A7M7LMJ1	Q9VIV2	409915	swm
A0A7M7FYT4	Q9VI53	724328	Dmel\CG1105
A0A7M7IER7	M9NDT0	LOC726827	CG31790
A0A7M7MLP6	Q6NNB2	LOC412454	SKI3
A0A7M7L6B8	Q0E9E0	LOC411502	magu
A0A7M7H4N0	Q0E961	LOC412081	bdg
A0A7M7LTI7	Q9VRE2	410134	bves
A0A7M7GRT5	Q8MT08	411937	Gas8
A0A7M7INN1	Q9VS10	LOC409966	Q9VS10
A0A7M7L4G6	Q8SYL1	LOC726110	l(2)09851
A0A7M7G8D5	Q7JY80	726068	mspo
A0A7M7R961	Q9VPL0	552715	Dmel\CG3436
A0A7M7R731	Q7JW12	LOC411391	CG11007
A1X3A8	Q9VEG1	410755	TyrR
A0A7M7GVD0	O61643	LOC727335	Actbeta
A0A7M7R5M5	Q7KTW5	409693	IMP
A0A7M7R736	Q9V3Q6	LOC413809	Tak1
A0A7M7R8R9	Q9VKN8	552426	Dnz1
A0A7M7ISA8	Q9W0L9	LOC412813	dpr20
A0A7M7R6S4	Q9VQ86	409244	Dmel\CG15385
A0A7M7L443	Q9VPP2	LOC100578955	Dmel\CG4213
A0A7M7H705	Q8SY34	LOC411548	MYPT-75D
A0A7M7MPJ6	Q9W2Y4	LOC727288	Dmel\CG2972
A0A7M7TFF8	Q7JVH0	413184	Dmel\CG8435
A0A7M7TF64	Q9V9S9	LOC411110	Rift
A0A7M7IEZ5	Q24167	LOC408852	sima
A0A7M7GEU0	Q7JVL3	100576794	Prp38
A0A7M7RAG9	Q9VW43	LOC551223	Cyp305a1
A0A7M7H2T6	P52485	412125	Ubc2
A0A7M7R3W8	Q9W328	409725	Lst8
A0A7M7TFZ1	Q9VAY3	552801	mfrn
A0A7M7LIA2	Q9VR79	724382	obst-A
A0A7M7L7V0	Q9VTB0	LOC727375	Dmel\CG8003
A0A7M7R586	Q9VKH6	408426	Ppt2
A0A7M7GSH7	Q9VG60	411164	Dmel\CG12267
A0A7M6UWV3	Q8SYG3	Ube2g1	Dmel\CG40045
A0A7M7G1U5	Q9VKP5	725596	Dmel\CG6700
A0A7M7MUV1	A1Z7S3	726887	Rab32
A0A7M7R853	Q9VWF4	412979	MKP-4
A0A7M7GZB5	Q9VFS6	LOC413625	omd
A0A7M7RAN7	Q9VF78	552714	ldlCp
A0A7M7R9I7	Q9W1E8	413881	or
A0A7M7GXF1	Q9W0G1	LOC408900	Ptp61F
A0A7M7R7R0	Q8SXG7	551421	Secp43
A0A7M7R6W8	Q9W0D8	409417	Dmel\CG12099
A0A7M7IL34	Q9VJD3	552540	fws
A0A7M7R8H8	Q9VPF6	412367	mRpL15
A0A7M7GSP4	Q7JZ56	LOC724553	S2P
A0A7M7IXM4	Q7KRR5	409032	Pngl
A0A7M7L992	Q9V3I2	LOC100577764	Rab5
A0A7M7R4S7	Q9VKC7	LOC411006	Dmel\CG6766
A0A7M7LSZ5	P26802	LOC726819	Dbp73D
A0A7M7L1M9	Q9VIK7	LOC100578947	CG17466
A0A7M7L083	Q9VYE9	LOC100576620	Dmel\CG1622
A0A7M7GXA2	Q9VL00	LOC725744	CG4968
A0A7M7R5F8	Q9VKS5	LOC411353	CG17087
A0A7M7LKD3	O76742	LOC724873	Rab7
A0A7M7GKM3	Q9VYL1	LOC413810	Fpgs
A0A7M7R5N1	Q7K3G5	LOC411629	d4
A0A7M7GS10	P25159	LOC551666	stau
A0A7M7GRM2	Q9W1V7	412545	anon-EST:Posey169
A0A7M7R962	Q9VVE2	552331	rogdi
A0A7M7G1R7	O18404	725274	scu
A0A7M7MN81	Q9VSA4	LOC724663	CG7457
A0A7M7R8H6	Q9W039	412928	Dmel\CG9018
A0A7M7R8Z2	Q9VSG8	551034	Arl5
A0A7M7R6S1	Q9VRY5	413196	Dmel\CG8549
A0A7M7KZM6	Q9VUE8	LOC725893	bbg
A0A7M7GVR5	Q9VXJ9	100578925	Tob
A0A7M7GP80	Q9VPE3	LOC727479	ZnT77C
A0A7M7R7W2	Q9W568	LOC412164	hfw
A0A7M7L5I7	Q7KRY6	LOC552691	ball
A0A7M7M123	Q9VTG7	LOC411457	GlcAT-P
A0A7M7KZ02	A1Z9J8	LOC411376	St4
A0A7M7GJF7	Q9VTE6	100578014	anon-EST:fe2H6
A0A7M7GKD0	Q9VPE2	LOC551866	ND-39
A0A7M7H3A6	Q9VD72	410869	lsn
A0A7M7L006	M9NEB2	LOC726541	Mbs
A0A7M7GYE9	Q9VPY0	552065	IntS14
A0A7M7MRC6	Q95RV5	LOC107965225	Rpe
A0A7M7H563	O01939	LOC551622	mst
Q3B711	P19351	TpnT	up
A0A7M7MMB2	Q9VPC3	LOC107964903	DmDSCR3
A0A7M7R6A2	Q9V3M9	408558	Tektin-A
A0A7M7SQE5	Q59E55	LOC552530	nab
A0A7M7R6K6	Q9VDL7	413551	DPCoAC
A0A7M7L8H4	Q9VKA7	LOC102656822	Dmel\CG17211
A0A7M7FYZ0	A0A0B4KFN3	LOC724885	Glut4EF
A0A7M7TFL6	P40423	550973	sqh
A0A7M7GUF6	Q9VRA1	102654890	Dmel\CG11710
A0A7M7TFZ5	Q9VNB2	552847	CR43473
A0A7M7MTW9	Q8T4D4	LOC411779	Dmel\CG9222
A0A7M7R864	A1Z9N6	LOC410555	conv
A0A7M7MPB1	Q9V420	LOC726977	Su(P)
A0A7M7ISH1	A0A0C4DHN4	LOC409546	dpr21
A0A7M7L380	Q9VN18	LOC552063	Dmel\CG9855
A0A7M7M4F9	Q9VB40	LOC409678	CG6599
A0A7M7GUP5	Q7KU01	LOC412093	PNUTS
A0A7M7SS71	Q9W3N2	LOC409608	dpr14
A0A7M7M0W5	Q9VWQ1	LOC726197	Atg101
A0A7M7GVI0	Q8SXD4	LOC409273	stx
A0A7M7TET7	Q9VT69	408301	Dmel\CG6707
A0A7M7G8Z8	Q9V3P0	LOC409954	Jafrac1
A0A7M7RB27	Q9VFB5	552599	Rpb7
A0A7M7SRU1	A1Z705	LOC725149	PIG-G
A0A7M7FZ71	Q9VLK0	LOC724943	PIG-U
A0A7M7LM36	Q9W358	411841	ric8a
A0A7M7R860	Q9VGA3	551905	Dmel\CG4115
A0A7M7IKB2	P08646	410812	Ras85D
A0A7M7R9I4	Q9VSR6	551372	Dmel\CG13313
A0A7M7GUR2	A8DYE0	LOC408697	Kank
A0A7M7L4X1	Q9VUF8	411057	shd
A0A7M7IPP9	Q7JVS8	413527	Dmel\CG13229
A0A7M7IXB2	Q9W5A5	LOC107963982	CG3638
A0A7M7GKE3	P46222	LOC726171	RpL11
A0A088AUW2	Q9VLS8	B3GalT1	GalT4
A0A7M7FYG0	Q9W410	725317	Dmel\CG3815
A0A7M7SRS7	O77263	LOC100578380	CG4045
A0A7M7GRM7	Q9VIG1	LOC550808	l(2)05287
A0A7M7GRG8	Q9VVW5	LOC411820	Mkp3
A0A7M7M5V7	P52486	726145	Ubc4
A0A7M7MM06	Q7KRZ3	LOC411775	Exo84
A0A7M7R4M6	Q8SWW2	410567	Zip48C
A0A7M7IKN3	P12881	552654	Prosalpha6
A0A7M7R8U6	Q9VJ11	552501	anon-37B-2
A0A7M7LNB4	A1Z987	413691	Cap-G
A0A7M7R6M3	M9PGI6	413394	Sec22
A0A7M7MUY5	Q9V3W7	410040	SF2
A0A7M7MY05	P25823	LOC100576747	tud
A0A7M7LSB6	Q9VE73	411204	Dmel\CG12333
A0A7M7TG38	Q9VPP0	552653	Ent1
A0A7M7RBM9	Q9VLI9	552442	Trs23
A0A7M7IHQ3	P54733	LOC411327	CycE
A0A7M7SR00	Q9VDK2	551162	Dmel\CG5466
A0A7M7R5Q2	Q9VM50	412030	Rab30
A0A7M7R5M8	X2JAA3	LOC408905	Dmel\CG15160
A0A7M7GPE5	Q9VF85	724712	SerRS-m
A0A7M7TFY7	Q9VJD1	552747	GCS2beta
A0A7M7TEX8	X2J8X8	409000	dpr6
A0A7M7TEV1	Q9VEY4	409047	Dmel\CG5916
A0A7M7FYU2	Q8SX24	LOC724635	Dmel\CG18048
A0A7M7H212	Q9VAD1	LOC725434	tartan
A0A7M7LS08	Q9VTT9	410206	CG11534
O76756	Q8MLY8	RpS8	RpS8
A0A7M7R9K2	Q9VRD4	552722	Dmel\CG1532
A0A7M7R9M2	Q9VVC8	551682	Dmel\CG6664
A0A7M7H1Y7	Q9VWS3	413208	Rip11
A0A7M7SSF1	Q9VQV7	LOC726438	Cep97
A0A7M7FYF7	Q7JQR3	725287	Qsox1
A0A7M7IJN4	Q9VWC0	LOC100577995	Hers
A0A7M7R7R4	Q9VHX4	411202	Dmel\CG2767
A0A7M7R8Z9	A1ZB86	552147	slim
A0A7M7R8F7	Q86BJ3	LOC411665	pip
A0A7M7GT34	A0A0B4KHK0	LOC412563	Dhap-at
A0A7M7TF56	Q9VGY8	410288	Dmel\CG14688
A0A7M7L8R9	Q9VY72	LOC102654975	mamo
A0A7M6USY8	Q9VMM7	552729	Dmel\CG11030
A0A7M7GV22	Q7JX95	LOC410990	Dmel\CG11123
A0A7M7LSY1	Q9V6G5	LOC550948	Taz
A0A7M7R7F3	P04197	LOC409733	Myb
A0A7M7RAH6	Q8IRR5	LOC551260	Sirt4
A0A7M7GJN0	Q9VR30	LOC413002	Dmel\CG15628
A0A7M7ILV8	Q8T4F7	LOC727235	ena
A0A7M7SQX5	Q9VL71	LOC727299	Srp54
A0A7M7R5T6	Q9W4J5	409857	CG3527
A0A7M7FZF5	Q9V3D0	725062	mRpL4
A0A7M7IGC6	Q9VJE3	410726	Dmel\CG15141
A0A7M7H4R0	Q9V3N8	LOC410055	THG
A0A7M7LRZ2	Q7JMZ0	LOC411671	Ric
A0A7M7SNL9	Q9W0A9	LOC551293	Dmel\CG7974
A0A088A0U2	Q9VHN5	550684	CG9773
A0A7M7MM16	Q9VC10	LOC413664	PIG-S
A0A7M7H6P4	Q9VRY6	727141	Dmel\CG10103
A0A7M7LKP5	Q9GYU8	726338	mbo
A0A7M7MLF0	Q9VDD7	Slc35b1	meigo
A0A7M7MFW1	Q9VV83	LOC727534	Dmel\CG4098
A0A7M7MMN3	Q9VCK6	LOC413885	Dmel\CG10184
A0A7M7TF26	O76863	410355	eIF2Bbeta
A0A7M7SQU0	P22813	411854	Hsf
A0A7M7GWI0	Q8T0D9	LOC413825	Dmel\CG10889
A0A7M7GYW6	Q7KNM2	551283	lwr
A0A7M7GNN6	Q9VXV6	410441	Scamp
A0A7M7R8A3	O76462	412636	Bem46
A0A7M7GYD1	M9PBR0	LOC408295	Blimp-1
A0A7M7GUC6	Q7JW03	412330	UbcE2H
A0A7M7H742	Q9VBQ7	LOC410784	Dmel\CG5116
A0A7M7R8S2	P54611	552720	Vha26
A0A7M7R6S7	Q9VP68	LOC410520	Dmel\CG10512
A0A7M7GVM3	Q9VTF8	LOC552641	mRpL2
A0A7M7G392	Q9VL60	LOC727122	anon-WO0118547.208
A0A7M7M0T7	X2JDV1	LOC551432	Dmel\CG3726
A0A7M6UGK3	Q95SH2	Chmp1	Chmp1
A0A7M7IL58	Q9V785	LOC552162	pcs
A0A7M7M432	Q9VL83	LOC413817	IP3K1
A0A7M7GUC2	Q9VBZ6	409795	Smg6
A0A7M7MKZ5	M9PI51	LOC100578953	Dmel\CG10089
A0A7M7MQW1	Q9VLS0	LOC552683	Dmel\CG8460
A0A7M7GXE5	Q9VMX3	411510	Dmel\CG3756
A0A7M7GSU5	Q9VQK3	LOC724645	Dmel\CG17264
A0A7M7RB79	Q9VU86	LOC410031	Spt20
A0A7M7MVT2	P51521	LOC552100	ovo
A0A7M7R3A5	Q59E36	409119	CoRest
A0A7M7R859	A1Z6M6	551730	Dpit47
A0A7M7LIB9	Q9VTW5	LOC724778	Lmx1a
A0A7M7L874	Q9VX80	LOC410895	Dmel\CG5004
A0A7M7R3E0	A1Z934	409494	Dmel\CG8778
A0A7M7MXV6	Q9VU67	LOC552405	Dmel\CG10222
A0A7M7H2M3	E1JJG7	LOC413503	CG15470
A0A7M6UD80	P43332	Snf	snf
A0A7M7KZ77	Q95T10	410911	CG3631
A0A7M7R9B2	Q9VS44	LOC413051	Dmel\CG8607
A0A7M7R5R1	Q9VX36	409793	ND-24
A0A7M7G7C6	Q9VCZ0	724552	Dmel\CG5326
A0A7M7R6Y9	Q9V4C6	409145	Zip102B
A0A7M7LQY1	A1ZAY5	LOC551133	Dmel\CG34195
A0A7M7IIT8	A0A0B4LEX9	LOC100576722	Dmel\CG42326
A0A7M7R8F9	A1Z8Q9	LOC551519	reb
A0A7M7LN32	Q8IQI3	LOC414022	Dmel\CG10984
A0A7M7GSH8	Q9VTX1	LOC551753	anon-69Ag
A0A7M7IQF5	Q9W389	409342	Arfrp1
A0A7M7MGI7	Q7JYQ4	LOC406118	Dmel\CG9945
A0A7M7GU59	P25867	724793	eff
A0A7M7GB71	M9PFG1	724542	l(3)72Dn
A0A7M7GMJ4	Q8MS69	LOC102655836	Dmel\CG9596
A0A7M7GW25	Q9VI65	LOC100577724	Dmel\CG10068
A0A7M7R787	Q7K1Z5	LOC551106	Ufc1
A0A7M7GIG0	Q8IMF4	LOC411525	Dmel\CG2201
A0A7M7LP62	Q8T3L6	412286	beg
A0A7M7R906	Q9VCX3	552656	mRpL45
A0A7M7MV48	Q9W2R9	LOC413784	Rph
A0A7M7GTP7	Q9VR35	409396	mxt
A0A7M7GAB7	Q9VMX1	100578513	CG14043
A0A7M7FYM8	Q9VG17	724175	Cyp304a1
A0A7M7KZF2	Q9Y140	410952	CG7601
A0A7M7TF88	M9PGC0	410844	M6
A0A7M6UWA6	O17452	410065	Peritrophin-A
A0A7M7R894	Q8IPZ3	411304	Dmel\CG17221
A0A7M7GP56	B7YZF2	LOC411336	sha
A0A7M7R676	Q8SY96	412366	CG32500
A0A7M7TFJ0	O76464	413852	NitFhit
A0A7M7IKX6	Q9VKY4	LOC410801	Dmel\CG5367
A0A7M7R969	Q9V5E1	408568	Pal1
P85831	A0A0B4KGY8	>sp|P85831|PROH4_APIME	CG7237
A0A7M7MMR7	Q8IRG5	LOC413914	d4ST2
A0A7M7R998	Q9VXE8	LOC552779	Ubc7
A0A7M7G9Y0	Q9W5W8	100578624	Dmel\CG9577
A0A7M7R3T1	Q7K0S5	409584	Gint3
A0A7M7R4L4	Q9VBP2	410542	RASSF8
A0A7M7GWM1	Q9VX95	410730	wus
A0A7M7IIG5	Q8IMT8	552362	veli
A0A7M7R771	Q9VTY5	411793	Dmel\CG10646
A0A7M7GVS9	Q9W253	410856	mRpS29
A0A7M7IIH8	Q9VQZ0	413898	Dmel\CG3652
A0A7M7GUU9	P25822	LOC408298	pum
A0A7M7R3A7	Q9VFE3	409074	VhaPPA1-1
A0A7M7GKJ4	P54352	LOC102656504	eas
A0A7M7R6V8	Q24307	413374	Diap2
A0A7M7MTV6	Q9VW78	551704	Ir76b
A0A7M7R2L6	Q9VZI1	408572	Chd64
A0A7M7GID4	Q7KN92	411365	beta4GalNAcTA
A0A7M7RA69	Q9VSB9	552246	CG8111
A0A7M7KZS4	Q9VW66	LOC726283	BcDNA:RH69723
A0A7M7R5K9	Q9VSU6	LOC409160	Dhpr
A0A7M7LKL7	Q9VR89	LOC725734	l(1)G0004
A0A7M6UEA8	Q9W227	Ppib	Dmel\CG2852
A0A7M7GQ64	Q9VH80	LOC724472	dTti1
A0A7M7RB22	M9PFD5	551778	Dmel\CG9760
A0A7M7L9A9	Q9W1G7	LOC550824	Nap1
A0A7M7MLL1	Q8SX76	LOC411596	pch2
A0A7M7R7V8	Q9W4R1	411404	Dmel\CG2875
A0A7M7GJX6	Q7YZ95	412031	Skp2
A0A7M7R6A7	P04388	409529	Ras64B
A0A7M7H452	Q9VAF0	LOC410710	Zip99C
A0A7M7IJ36	Q7K306	LOC408406	Cdk4
A0A7M7H092	Q9Y165	411962	morgue
A0A7M7R9Q2	Q9VHH1	LOC552836	Dmel\CG8420
A0A7M7TFE6	Q9VGH1	411893	sad
A0A7M7R8C4	Q9W0H9	412728	Rabex-5
A0A7M7L4J7	Q1JUZ1	LOC107965828	nvd
A0A7M7GY07	A0A0B4KF25	LOC412251	Rcd1
A0A7M7R7K6	Q9VZS6	412170	CG12034
A0A7M7IT80	Q9VCU5	102655141	CG17141
A0A7M7L4L6	Q9W2E4	725491	PIG-M
A0A7M7IRX1	A1Z7L1	LOC726651	FANCI
A0A7M7MH51	Q7KTW9	LOC724480	AsnS
A0A7M7SQJ1	Q9VK82	LOC726470	Oatp33Eb
A0A7M7L3X9	Q9VGP2	LOC726236	ninaG
A0A7M7GSI9	P14785	102656846	CycA
A0A7M7TFG2	P23645	413259	bib
A0A7M7GLB4	Q8T3Z0	413948	Tektin-C
A0A7M7IK32	Q9VPT3	LOC552664	Dbp21E2
A0A7M7TFF7	A1Z759	LOC412107	Dmel\CG12822
A0A7M7GKH1	E1JIB4	551984	Dmel\CG2162
A0A7M7R8V7	Q9VY93	552014	CG11134
A0A7M7G9Z3	O96692	724366	Rap2l
A0A7M7L1Y4	Q24537	LOC725551	Dsp1
A0A7M7H6C4	B6IDT8	102654970	Teh2
A0A7M7IMX6	Q9VH66	725901	Dmel\CG8500
A0A7M7R4C1	Q9VDZ4	410262	Nsun5
A0A7M7RAJ7	Q7PL26	552145	Maf1
A0A7M7R6N5	Q9VWE8	413144	Arp10
A0A7M7GT31	Q9VZD9	LOC551241	PMP34
A0A7M7R5H1	Q9VZU4	411411	ND-30
A0A7M7R4A0	Q86PD3	410023	CG30022;CG30023
A0A7M7R3Q6	A0A0B4KHY1	LOC409819	Dmel\CG2126
A0A7M7R9J8	Q9VL81	551104	Dmel\CG4036
A0A7M7LMB0	Q9VJ63	410965	Dmel\CG10338
A0A7M7M0G7	Q9W281	413363	FBXO6
A0A7M7FYP5	P18102	725327	tll
A0A7M7R579	Q9VGT4	LOC411021	Ugt302E1
A0A7M7LTC3	Q9VJ68	LOC725458	CG15163
A0A7M7H5R0	A0A0B4K6G0	552799	4702
A0A7M7IGB7	Q9VU37	LOC726380	ste14
A0A7M7R542	Q9VSF3	409225	Ubc12
A0A7M7RAC0	Q9VHH0	412996	St2
A0A7M7GT40	Q7K2B1	LOC550664	Dmel\CG7222
A0A7M7H1V7	Q9VDH3	725415	Ktl
A0A7M7M1A3	A8JUM9	LOC412436	Dmel\CG15373
A0A7M7LM69	Q9VG61	413709	Dmel\CG5961
A0A7M7IFM7	A0A0B4LFU3	100578865	sano
A0A7M7GUH9	M9PI08	410535	RunxA
A0A7M7L612	A0A0B4K7C5	LOC413785	Fkbp14
A0A7M7LPW8	Q9VL75	413649	Bka
A0A7M7GUH7	Q9VML1	LOC102654580	dsf
A0A7M7IK77	Q9VKB3	LOC410512	Mt2
A0A7M7MPZ0	Q9VUR2	LOC413758	Dmel\CG12301
A0A7M7GQ39	O97365	LOC408937	SPARC
A0A7M7R5J3	Q7JUN9	LOC411837	Dmel\CG3358
A0A7M7R6Q7	Q9VEC5	LOC409992	cdm
A0A7M7GQL3	B7Z0R3	LOC727130	CG14522
A0A7M7R8P7	Q9VC02	412065	mah
A0A7M7SPD1	Q9VUJ0	LOC113218524	mRpL39
A0A7M7GIM3	Q8IRH8	LOC410293	tfc
A0A7M7R4P3	Q8MQZ8	408729	CG7155
A0A7M7TFH1	Q9W3W8	413470	RpL17
A0A7M7TEQ7	Q9VVA6	LOC408304	nudC
A0A7M6UN95	Q9VLR9	552716	PGAP5
A0A7M7MQ76	Q7JQG5	LOC726770	ckn
A0A7M7R931	Q9VRJ9	552263	CG4603
A0A7M7TFS0	Q9W3R7	551057	Atg5
A0A7M7GYM3	A0A0B4KEU3	410191	Dm.CG15097
A0A7M7TG32	Q9XYN7	552579	Prosbeta3
A0A7M7G1L4	Q9VE68	725219	Dmel\CG10864
A0A7M7R5A5	E1JGL8	408497	Dmel\CG30122
A0A7M7R7J4	Q9VQB4	LOC412231	Dmel\CG3609
A0A7M7GSP3	Q9VU89	725775	Dmel\CG10710
A0A7M7GSF3	Q9VP48	LOC408741	Rab26
A0A7M7MG00	Q9VXT5	LOC726570	CG9213
A0A7M7H180	Q961B3	LOC102655971	28575006
A0A7M7INZ2	Q9NLA6	412523	oaf
A0A7M7R789	Q9VXB0	409531	CG9132
A0A7M7FYD8	Q9VKV9	LOC724879	Dmel\CG5188
A0A7M7LN95	Q9VE54	LOC100578883	Dmel\CG31224
A0A7M7TET3	Q9VR62	408701	Dmel\CG17598
A0A7M7ML60	A1Z6H9	725460	dpr12
A0A7M7GSV9	Q9VS34	102654426	RpL18
A0A7M7IIC5	Q9VSH4	LOC551973	CG7185
A0A7M7GX06	C3KGP2	LOC410802	Mitf
A0A7M7TEZ3	Q8SZ60	409204	Dmel\CG13318
A0A7M7MP03	Q9VTM4	552793	Dmel\CG11658
A0A7M7FZC5	Q9VQK1	LOC725125	Dmel\CG17265
A0A7M7TFZ0	Q9VL59	552022	CG4709
A0A7M7R7I7	P41093	409832	RpL18A
A0A7M7IKZ0	Q9VF86	551847	Dmel\CG6218
A0A7M7TF05	Q9VRU2	409976	loj
A0A7M7MUG5	Q9W541	LOC102655618	eIF2Bepsilon
A0A7M7R398	Q9VZJ9	409295	Mul1
A0A7M7R508	Q9VG51	409132	Snx3
A0A7M7R6D5	O97422	413271	GlcAT-I
A0A7M7GBD8	Q9W5X0	100577870	Rab35
A0A7M7R4W8	Q9W5G7	410943	Dmel\CG13375
A0A7M7MNL6	Q29QQ9	LOC411836	Rrp42
A0A7M7R6F4	Q9VM63	LOC412705	Gas41
A0A7M7GC16	Q9VL28	552189	DmSNX17
A0A7M7IHE8	Q9VM22	LOC100576519	Dmel\CG5149
A0A7M7MQR3	Q9VHB9	LOC410286	trmt44
A0A7M7MTK4	M9PJG1	LOC552146	Sp1
A0A7M7MLE6	Q9VRY2	LOC102655814	Dmel\CG8519
A0A7M7MKA2	Q9VQQ0	LOC409443	Ptpa
A0A7M7MKV0	Q8SXX4	LOC413024	CG42673
A0A7M7GPR0	O46085	LOC413880	Pex5
A0A7M7H0Y6	Q9Y149	551478	MED15
A0A7M7R987	P50882	551107	RpL9
A0A7M7MUM2	Q9VEB7	LOC409502	Dmel\CG14314
A0A7M7R801	Q9VPJ0	LOC410877	Dmel\CG11377
A0A7M7GB23	Q9VT21	100576706	Dmel\CG8336
A0A7M7R552	Q9VH64	411533	Dmel\CG8507
A0A7M7SRN9	Q7K3W4	727081	qsm
A0A7M7FZD9	Q9VTM5	725496	mtTFB1
A0A7M7GNM6	Q9W478	LOC410452	Dmel\CG3097
A0A7M7H1Z5	Q9V8M5	LOC551208	CG15093
A0A7M7GV04	Q9VNF9	408982	elm
A0A7M7R867	Q9VMD5	LOC413305	frj
A0A7M7R2Z2	Q9VX25	408708	CG8188
A0A7M7LK56	Q9VYF0	552121	Dmel\CG1764
A0A7M7GSV3	Q9VKY3	409011	Dmel\CG5045
A0A7M7R692	Q9VJZ7	412480	Nnp-1
A0A7M7R352	Q9VVI9	LOC408939	Vps60
A0A7M7G079	Q9V9M6	LOC726812	Tif-IA
A0A7M7GPJ8	Q24173	412933	betaggt-I
A0A7M7R6U2	O76861	411218	Dmel\CG2685
A0A7M7R977	Q9VGG6	551085	CG6971
A0A7M7R4P2	Q9VG38	LOC410354	Su(fu)
A0A7M7L252	Q9VEB3	LOC551311	Non3
A0A7M7GZ62	M9PDV2	410821	Tsp5D
A0A7M7R430	Q24318	409887	Dp
A0A7M7R8J7	Q8MSC8	552487	Dmel\CG2211
A0A7M7MK97	A1ZBK6	LOC410936	Dmel\CG11257
A0A7M7MX47	A1ZAB1	LOC726128	lbk
A0A7M7FYZ3	P53997	724665	Set
A0A7M7MSL4	M9PE35	LOC725856	RabX6
A0A7M7R705	M9PEW1	409201	Dmel\CG18815
A0A7M7R913	O18339	552196	Rab19
